ID,Label,AssetCode,Type,Brand,Model,Serial,Location,Cost,WarrantyEnd,Status,Loanable,LoanedTo,Remark,Comment,OpenFaults,Repairs
cmp66oaac004l2jo2pa422zx7,PatchPanel,,PatchPanel,,,Mar21017584,F6-02,,,Operational,No,,,,0,0
cmp66oaac002c2jo26qjlot64,PatchPanel,,Patch Panel,Optvio,PS5H,OPT-030208,G3-02,128,2/11/2026,Operational,No,,speaker: 29954,,0,0
cmp66oaac002f2jo2042yoidl,PatchPanel,,Patch Panel,,,Mar21017600,G3-03,550,30/6/2026,Operational,No,,,,0,0
cmp66oaab000w2jo2s40jn67y,PatchPanel,,Patch Panel,,,320-T1-10675,Learning Lab 1,0,18/2/2028,Operational,No,,,,0,0
cmp66oaac002i2jo2kdct5lk0,PatchPanel,,Patch Panel,Optvio,PS5H,OPT-030209,G3-04,128,2/11/2026,Operational,No,,speaker: 29948,,0,0
cmp66oaac002r2jo2pfwmblh4,PatchPanel,,PatchPanel,,,320-T1-10672,E4-01,0,,Operational,No,,,,0,0
cmp66oaac002u2jo20no6u1g4,PatchPanel,,PatchPanel,,,320-T1-10676,E4-02,0,,Operational,No,,,,0,0
cmp66oaac002x2jo2dxc6bodz,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-030205,E4-03,,,Operational,No,,speaker: 29951,,0,0
cmp66oaac00302jo2smy20yqq,PatchPanel,,PatchPanel,,,Mar21017601,F4-01,,,Operational,No,,,,0,0
cmp66oaac00332jo2r7d7i2wx,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-017985A,F4-02,,,Operational,No,,,,0,0
cmp66oaac00362jo2h44t5znd,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-030207,F4-03,,,Operational,No,,speaker: 29950,,0,0
cmp66oaac00392jo2udt2x28s,PatchPanel,,PatchPanel,Optvio,PS5H,OPT-018954,G4-01,,,Operational,No,,Speaker: 29402,,0,0
cmp66oaaa00002jo26i8btiq3,P Hall,0054-000155,Projector,Panasonic,PT-MZ16K,X8cccccc54,HALL,17508,8/12/2027,Operational,No,,"Hall projector: 9588
lens: 3080
4th warranty: 478
5th warranty: 575
mounting: 2500
Scaffolding: 380
Accessories: 1800
Transmitter:900
Dismantle: 160
Preventive maintenance: 200

Total amount: Projector+lens+mounting+Scaffolding+accessories+dismantle",,0,0
cmp66oaaa00032jo2d6wmmm62,P Hall side,,Projector,Panasonic,PT-RZ660,X8cccccc55,HALL,6695,11/2/2024,Operational,No,,,,0,0
cmp66oaaa00022jo2mnluxcwh,P Hall side,,Projector,Panasonic,PT-RZ660,X8cccccc56,HALL,6695,11/2/2024,Operational,No,,,,0,0
cmp66oaaa00042jo289raq7tq,P PAC,,Projector,Panasonic,PT-EZ-590A,X8cccccc57,D1-05 PAC Lobby,1981,14/1/2024,Operational,No,,,,0,0
cmp66oaal00q12jo2j0ovlgrd,SC1,,Monitor,ACER,V206HQL,X8cccccc58,Teacher 1,,,Operational,No,,,,0,0
cmp66oaal00qa2jo2skorefsu,SC10,,Monitor,ACER,V206HQL,X8cccccc59,Teacher 2,,,Operational,No,,,,0,0
cmp66oaal00qb2jo2fywz8a7u,SC11,,Monitor,ACER,V206HQL,X8cccccc60,Teacher 3,,,Operational,No,,,,0,0
cmp66oaal00qc2jo2bmw30lkj,SC12,,Monitor,ACER,V206HQL,X8cccccc61,Teacher 4,,,Operational,No,,,,0,0
cmp66oaal00qd2jo2cdtvuiaj,SC13,,Monitor,ACER,V206HQL,X8cccccc62,Teacher 5,,,Operational,No,,,,0,0
cmp66oaal00qe2jo2lqrqj95t,SC14,,Monitor,ACER,V206HQL,X8cccccc63,Teacher 6,,,Operational,No,,,,0,0
cmp66oaal00qf2jo2o56tlu31,SC15,,Monitor,ACER,V206HQL,X8cccccc64,Teacher 7,,,Operational,No,,,,0,0
cmp66oaal00qg2jo2br7uvb8z,SC16,,Monitor,ACER,V206HQL,X8cccccc65,Teacher 8,,,Operational,No,,,,0,0
cmp66oaal00qh2jo27vze9h6p,SC17,,Monitor,ACER,V206HQL,X8cccccc66,Teacher 9,,,Operational,No,,,,0,0
cmp66oaal00qi2jo24u64isht,SC18,,Monitor,ACER,V206HQL,X8cccccc67,Teacher 10,,,Operational,No,,,,0,0
cmp66oaam00qj2jo23r30k1nl,SC19,,Monitor,ACER,V206HQL,X8cccccc68,Teacher 11,,,Operational,No,,,,0,0
cmp66oaal00q22jo2lww2udp4,SC2,,Monitor,ACER,V206HQL,X8cccccc69,Teacher 12,,,Operational,No,,,,0,0
cmp66oaam00qk2jo2njottlnk,SC20,,Monitor,ACER,V206HQL,X8cccccc70,Teacher 13,,,Operational,No,,,,0,0
cmp66oaam00ql2jo2wre4m86q,SC21,,Monitor,ACER,V206HQL,X8cccccc71,Teacher 14,,,Operational,No,,,,0,0
cmp66oaam00qm2jo2dr6etxx8,SC22,,Monitor,ACER,V206HQL,X8cccccc72,Teacher 15,,,Operational,No,,,,0,0
cmp66oaam00qn2jo23nej0g1g,SC23,,Monitor,ACER,V206HQL,X8cccccc73,Teacher 16,,,Operational,No,,,,0,0
cmp66oaam00qo2jo2a382qbnb,SC24,,Monitor,ACER,V206HQL,X8cccccc74,Teacher 17,,,Operational,No,,,,0,0
cmp66oaam00qp2jo2xbh35a8s,SC25,,Monitor,ACER,V206HQL,X8cccccc75,Teacher 18,,,Operational,No,,,,0,0
cmp66oaam00qq2jo29ke53ig1,SC26,,Monitor,ACER,V206HQL,X8cccccc76,Teacher 19,,,Operational,No,,,,0,0
cmp66oaam00qr2jo2c6m4k665,SC27,,Monitor,ACER,V206HQL,X8cccccc77,Teacher 20,,,Operational,No,,,,0,0
cmp66oaam00qs2jo2p104hdxd,SC28,,Monitor,ACER,V206HQL,X8cccccc78,Teacher 21,,,Operational,No,,,,0,0
cmp66oaam00qt2jo2y9z08ut6,SC29,,Monitor,ACER,V206HQL,X8cccccc79,Teacher 22,,,Operational,No,,,,0,0
cmp66oaal00q32jo2nvf60inn,SC3,,Monitor,ACER,V206HQL,X8cccccc80,Teacher 23,,,Operational,No,,,,0,0
cmp66oaam00qu2jo2ie2fp9dn,SC30,,Monitor,ACER,V206HQL,X8cccccc81,Teacher 24,,,Operational,No,,,,0,0
cmp66oaam00qv2jo28ayxvgho,SC31,,Monitor,ACER,V206HQL,X8cccccc82,Teacher 25,,,Operational,No,,,,0,0
cmp66oaam00qw2jo2eblkddwv,SC32,,Monitor,ACER,V206HQL,X8cccccc83,Teacher 26,,,Operational,No,,,,0,0
cmp66oaam00qx2jo2kd6x3cor,SC33,,Monitor,ACER,V206HQL,13714756442,Teacher 27,,,Operational,No,,,,0,0
cmp66oaam00qy2jo29ulci786,SC34,,Monitor,ACER,V206HQL,13714756442,Teacher 27,,,Operational,No,,,,0,0
cmp66oaam00qz2jo2eg22sbrx,SC35,,Monitor,ACER,V206HQL,13714756442,Teacher 28,,,Operational,No,,,,0,0
cmp66oaam00r02jo2v4r006eg,SC36,,Monitor,ACER,V206HQL,13714756442,Teacher 29,,,Operational,No,,,,0,0
cmp66oaam00r12jo2nl9u4uhc,SC37,,Monitor,ACER,V206HQL,13714756442,Teacher 30,,,Operational,No,,,,0,0
cmp66oaam00r22jo27lw2nd2b,SC38,,Monitor,ACER,V206HQL,13714756442,Teacher 31,,,Operational,No,,,,0,0
cmp66oaam00r32jo2do0rx78o,SC39,,Monitor,ACER,V206HQL,13714756442,Teacher 32,,,Operational,No,,,,0,0
cmp66oaal00q42jo23k586h6t,SC4,,Monitor,ACER,V206HQL,13714756442,Teacher 33,,,Operational,No,,,,0,0
cmp66oaal00q52jo298hrohmk,SC5,,Monitor,ACER,V206HQL,13714756442,Teacher 34,,,Operational,No,,,,0,0
cmp66oaal00q62jo2o64ff3u1,SC6,,Monitor,ACER,V206HQL,13714756442,Teacher 35,,,Operational,No,,,,0,0
cmp66oaal00q72jo24uucqxkb,SC7,,Monitor,ACER,V206HQL,13714756442,Teacher 36,,,Operational,No,,,,0,0
cmp66oaal00q82jo2m7fcmbl4,SC8,,Monitor,ACER,V206HQL,13714756442,Teacher 37,,,Operational,No,,,,0,0
cmp66oaal00q92jo2mtptq0og,SC9,,Monitor,ACER,V206HQL,13714756442,Teacher 38,,,Operational,No,,,,0,0
cmp66oaae007v2jo2x0um1l6b,SMAX,0054-001047,S-Max,APPLE,MM6R3ZP/A,C91YXPWGDX,Teacher 39,,,Operational,No,,27 Jan 2023 - Singtel,ONE6177722944,0,0
cmp66oaae007w2jo2crtvzt5s,SMAX,0054-001048,S-Max,APPLE,MK8C3ZP/A,W9JY74VLYK,Teacher 40,,,Operational,No,,27 Jan 2023 - Singtel,ONE6177722945,0,0
cmp66oaae007x2jo24y2gzosp,SMAX Pencil,,S-Max,APPLE,MU8F2ZA/A,HK2JJLH7JKM9,Teacher 41,,,Operational,No,,27 Jan 2023 - Singtel,,0,0
cmp66oaab000r2jo25shbb30o,S Spare,,Visualiser,SAMSUNG,UF 80ST,X8cccccc53,Teacher 42,2175,1/1/2022,Operational,No,,,,0,0
cmp66oaac002q2jo23uc6fqyc,V2302_02,,Visualiser,ELMO,MX-P,X8cccccc54,E4-01,,,Operational,No,,,,0,0
cmpcbpvwc00zm2jo21om3sv05,V2302_03,,Visualiser,ELMO,MX-P,X8cccccc55,Condemned / Pending Disposal,385,4/3/2020,Waiting for Condemnation,No,,,,0,0
cmp66oaac002z2jo2b8p3xqzg,V2302_04,,Visualiser,ELMO,MX-P,X8cccccc56,F4-01,,,Operational,No,,,,0,0
cmp66oaac00322jo2c8erc2hi,V2302_05,,Visualiser,ELMO,MX-P,X8cccccc57,F4-02,,,Operational,No,,,,0,0
cmp66oaac003b2jo2k4g63t9w,V2312_07,,Visualiser,ELMO,MX-P2,X8cccccc58,G4-02,,,Operational,No,,,,0,0
cmp66oaac003e2jo2dzjg23ju,V2312_08,,Visualiser,ELMO,MX-P2,X8cccccc59,G4-03,,,Operational,No,,,,0,0
cmp66oaac003z2jo213cs0gpg,V2312_09,,Visualiser,ELMO,MX-P2,X8cccccc60,G5-01,,,Operational,No,,,,0,0
cmp66oaac00422jo2fblmloik,V2312_10,,Visualiser,ELMO,MX-P2,X8cccccc61,G5-02,,,Operational,No,,,,0,0
cmp66oaac004q2jo2w8gtrijc,V2312_11,,Visualiser,ELMO,MX-P2,X8cccccc62,E7-01,,,Operational,No,,,,0,0
cmpcbdm2400zk2jo2b954b1zb,V2312_13,,Visualiser,ELMO,MX-P2,X8cccccc63,Condemned / Pending Disposal,385,4/1/2021,Waiting for Condemnation,No,,,,0,0
cmp66oaad00522jo2lq6kplla,V2312_14,,Visualiser,ELMO,MX-P2,X8cccccc64,F7-02,,,Operational,No,,,,0,0
cmp66oaad00552jo21hfg7gz0,V2312_15,,Visualiser,ELMO,MX-P2,X8cccccc65,F7-03,,,Operational,No,,,,0,0
cmp66oaab000t2jo2n3oq5f2e,V2502_16,,Visualiser,ELMO,MX-P3,X8cccccc66,Learning Lab 2,385,11/2/2025,Operational,No,,,,0,0
cmp66oaab001h2jo2to6n09pv,V2502_17,,Visualiser,ELMO,MX-P3,X8cccccc67,F2-02,385,11/2/2025,Operational,No,,,,0,0
cmp66oaab00232jo2tno3nkqv,V2502_18,,Visualiser,ELMO,MX-P3,X8cccccc68,F3-01,385,11/2/2025,Operational,No,,,,0,0
cmp66oaac002w2jo20pama739,V2502_19,,Visualiser,ELMO,MX-P3,X8cccccc69,E4-03,,,Operational,No,,,,0,0
cmp66oaac004z2jo2omrl8n1w,V2502_20,,Visualiser,ELMO,MX-P3,X8cccccc70,F7-01,,,Operational,No,,,,0,0
cmp66oaab00162jo28fs68aca,V2503_21,,Visualiser,ELMO,MX-P3,X8cccccc71,Science Lab 1,385,24/3/2025,Operational,No,,,,0,0
cmp66oaab001c2jo288r06o77,V2503_22,,Visualiser,ELMO,MX-P3,X8cccccc72,LSM,385,24/3/2025,Operational,No,,,,0,0
cmp66oaab001t2jo2x3wr38fw,V2503_23,,Visualiser,ELMO,MX-P3,X8cccccc73,Spare,385,24/3/2025,Operational,No,,,,0,0
cmp66oaac00382jo2bil5omlj,V2503_24,,Visualiser,ELMO,MX-P3,X8cccccc74,G4-01,,,Operational,No,,,,0,0
cmp66oaac004k2jo285arkrlx,V2503_25,,Visualiser,ELMO,MX-P3,X8cccccc75,F6-02,,,Operational,No,,,,0,0
cmp66oaac003n2jo29ed1qila,V2511_26,,Visualiser,ELMO,MX-P3,X8cccccc76,E5-03,,,Operational,No,,,,0,0
cmp66oaac002k2jo29qxfchuq,V2511_27,,Visualiser,ELMO,MX-P3,X8cccccc77,G3-05,365,2/11/2025,Operational,No,,,,0,0
cmp66oaab001n2jo2ps0w8eaw,V2511_28,,Visualiser,ELMO,MX-P3,X8cccccc78,E6-01,365,2/11/2025,Operational,No,,,,0,0
cmp66oaab000y2jo2yx5kph1x,V2511_29,,Visualiser,ELMO,MX-P3,X8cccccc79,LSP,365,2/11/2025,Operational,No,,,,0,0
cmp66oaac00262jo2j4rsfxhc,V2511_30,,Visualiser,ELMO,MX-P3,X8cccccc80,F3-02,365,2/11/2025,Operational,No,,,,0,0
cmp66oaab001p2jo2f12xgi8p,V2708_31,,Visualiser,ELMO,MX-P3,X8cccccc81,Spare,365,12/8/2027,Operational,No,,,,0,0
cmp66oaac004t2jo2k9n6m1qx,V2708_32,,Visualiser,ELMO,MX-P3,X8cccccc82,E7-02,,,Operational,No,,,,0,0
cmp66oaac002b2jo227xqsatr,V2708_33,,Visualiser,ELMO,MX-P3,X8cccccc83,G3-02,365,12/8/2027,Operational,No,,,,0,0
cmp66oaac00352jo2ycx6hjpy,V2708_34,,Visualiser,ELMO,MX-P3,X8cccccc84,F4-03,,,Operational,No,,,,0,0
cmp66oaac003k2jo277li4qdn,V2708_35,,Visualiser,ELMO,MX-P3,X8cccccc85,E5-02,,,Operational,No,,,,0,0
cmp66oaac003h2jo2rv7k7oyx,V2802_36,,Visualiser,ELMO,MX-P3,X8cccccc86,E5-01,,,Operational,No,,,,0,0
cmp66oaab001k2jo2xl8y6nsu,V2802_37,,Visualiser,ELMO,MX-P3,X8cccccc87,F2-03,365,25/2/2028,Operational,No,,,,0,0
cmp66oaac004b2jo2xa1l83sl,V2802_38,,Visualiser,ELMO,MX-P3,X8cccccc88,E6-02,,,Operational,No,,,,0,0
cmp66oaac002n2jo2f9pa1mbs,V2802_39,,Visualiser,ELMO,MX-P3,X8cccccc89,G3-06,365,25/2/2028,Operational,No,,,,0,0
cmp66oaab001e2jo2wzf6piri,V2802_40,,Visualiser,ELMO,MX-P3,X8cccccc53,F2-01,365,25/2/2028,Operational,No,,,,0,0
cmp66oaac004e2jo20rwa435o,V2807_40,,Visualiser,ELMO,MX-P3,X8cccccc54,E6-03,,,Operational,No,,,,0,0
cmp66oaac003q2jo22bkn3a6b,V2807_41,,Visualiser,ELMO,MX-P3,X8cccccc55,F5-01,,,Operational,No,,,,0,0
cmp66oaac002t2jo2kzzcqm6g,V2807_42,,Visualiser,ELMO,MX-P3,X8cccccc56,E4-02,,,Operational,No,,,,0,0
cmp66oaac003w2jo2jwkv7mrb,V2807_43,,Visualiser,ELMO,MX-P3,X8cccccc57,F5-03,,,Operational,No,,,,0,0
cmp66oaac004w2jo2wypwmia1,V2807_44,,Visualiser,ELMO,MX-P3,X8cccccc58,E7-03,,,Operational,No,,,,0,0
cmp66oaaa000c2jo297b9yy50,VA01,,Visualiser,AVerVision,315AF,X8cccccc59,E1-01 Music Room 1,518,,Operational,No,,,,0,0
cmp66oaab000i2jo2tu0rfrha,VA02,,Visualiser,AVerVision,315AF,X8cccccc60,E1-03 Music Room 2,518,,Operational,No,,,,0,0
cmpcbuylj00zo2jo2ubeax5nz,VA03,,Visualiser,AVerVision,315AF+,X8cccccc61,Condemned / Pending Disposal,700,1/1/2020,Waiting for Condemnation,No,,,,0,0
cmp66oaab00112jo2z1kt4zvl,VA04,,Visualiser,AVerVision,315AF+,X8cccccc62,Art Room 1,700,1/1/2020,Operational,No,,,,0,0
cmp66oaab00142jo2xyjvnm69,VA05,,Visualiser,AVerVision,315AF+,X8cccccc63,Art Room 2,700,1/1/2020,Operational,No,,,,0,0
cmp66oaab00192jo2bk93e0bp,VA06,,Visualiser,AVerVision,315AF,X8cccccc64,Science Lab 2,499.14,1/1/2020,Operational,No,,,,0,0
cmp66oaab001v2jo2y5mju4vs,VA10,,Visualiser,AVerVision,315AF,X8cccccc65,E3-02 SBB Room 1,,1/1/2015,Operational,No,,,unknown expiry date since Jeff took over,0,0
cmp66oaab00202jo2sacci4vq,VA12,,Visualiser,AVerVision,315AF,X8cccccc66,E3-04 Math Room,499,1/1/2015,Operational,No,,,unknown expiry date since Jeff took over,0,0
cmp66oaac00292jo2aq933p41,VA14,,Visualiser,AVerVision,315AF+,X8cccccc67,G3-01,499,1/1/2015,Operational,No,,Don't know its exact expiry since taken over,,0,0
cmp66oaac002e2jo2bx6eaq6h,VA15,,Visualiser,AVerVision,315AF,X8cccccc68,G3-03,700,1/1/2015,Operational,No,,unsure the expiry date when took over,,0,0
cmp66oaac002h2jo2yiuw10bh,VA16,,Visualiser,AVerVision,315AF,X8cccccc69,G3-04,500,1/1/2015,Operational,No,,unknown the expired date when took over,,0,0
cmp66oaac003t2jo21puji9gb,VA18,,Visualiser,AVerVision,315AF,X8cccccc70,F5-02,,,Operational,No,,,,0,0
cmp66oaac00452jo2v73yb0qr,VA20,,Visualiser,AVerVision,315AF,X8cccccc71,G5-03,,,Operational,No,,,,0,0
cmp66oaac004h2jo2bjlsmx7f,VA21,,Visualiser,AVerVision,315AF,X8cccccc72,F6-01,,,Operational,No,,,,0,0
cmp66oaab000v2jo2xw69pmki,VE01,,Visualiser,V Epson,ELPDC21,X8cccccc73,Learning Lab 1,650,1/1/2022,Operational,No,,,,0,0
cmp66oaab001x2jo2h54bqy5q,VE02,,Visualiser,V Epson,ELPDC21,X8cccccc74,E3-03 SBB Room 2,650,1/1/2015,Operational,No,,,unknown expiry when Jeff took over,0,0
cmp66oaac00482jo209xf6hcf,VE03,,Visualiser,V Epson,ELPDC21,X8cccccc75,Condemned / Pending Disposal,650,1/1/2015,Waiting for Condemnation,No,,,,0,0
cmp66oaaa00092jo29nfu3wct,VN01,,Visualiser,Newline,TC-10P,X8cccccc76,F6-03,,,Operational,No,,,,0,0
cmp66oaab000f2jo2lq6k7vxh,VN02,,Visualiser,Newline,TC-10P,X8cccccc77,B2-06 Teaching lab,399,21/12/2021,Operational,No,,,,0,0
cmpc9qdoi00zg2jo2wlglvis5,VN03,,Visualiser,Newline,TC-10P,X8cccccc78,Condemned / Pending Disposal,399,21/12/2018,Waiting for Condemnation,No,,,,0,0
cmp66oaab000n2jo2e4cknvfr,VN04,,Visualiser,Newline,TC-10P,X8cccccc79,ITLR,399,21/12/2021,Operational,No,,,,0,0
cmpcbrekh00zn2jo2yeg7itta,VN10,,Visualiser,Newline,TC-10P,X8cccccc80,Condemned / Pending Disposal,399,21/12/2018,Waiting for Condemnation,No,,,,0,0
cmpcalfg700zj2jo2ecu0cgh7,VN11,,Visualiser,Newline,TC-10P,X8cccccc81,Condemned / Pending Disposal,399,21/12/2018,Waiting for Condemnation,No,,,,0,0
cmp66oaac004n2jo2on80sdos,VN12,,Visualiser,Newline,TC-10P,X8cccccc82,Condemned / Pending Disposal,399,21/12/2018,Waiting for Condemnation,No,,,,0,0
cmp66oaab000p2jo2nk5sxn6i,VN13,,Visualiser,Newline,TC-10P,X8cccccc83,Learning Room 1,399,,Operational,No,,,,0,0
cmp66oaab001d2jo2x1x9rdo9,VS3002-01,,Projector,Viewsonic,PA700W,X8cccccc84,F2-01,1127,,Operational,No,,"Mounting Services: 530
Projector: 499
Dismantle: 98
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab001g2jo229ba0prz,VS3002-02,,Projector,Viewsonic,PA700W,X8cccccc85,F2-02,1127,12/2/2030,Operational,No,,"Mounting Services: 530
Projector: 499
Dismantle: 98
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab001j2jo2qtcvs87m,VS3002-03,,Projector,Viewsonic,PA700W,X8cccccc86,F2-03,1127,12/2/2030,Operational,No,,"Mounting Services: 530
Projector: 499
Dismantle: 98
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaac002p2jo2xjloafyy,VS3002-04,,Projector,Viewsonic,PA700W,X8cccccc87,E4-01,,12-Feb-30,Operational,No,,,,0,0
cmp66oaac002s2jo2yfeci4sr,VS3002-05,,Projector,Viewsonic,PA700W,X8cccccc88,E4-02,,18-Feb-30,Operational,No,,,,0,0
cmp66oaab000u2jo2q0qzczv3,VS3002-06,,Projector,Viewsonic,PA700W,X8cccccc89,Learning Lab 1,1127,18/2/2030,Operational,No,,"Mounting Services: 530
Projector: 499
Dismantle: 98
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaac002m2jo2e9hldfr9,VS3103-07,,Projector,Viewsonic,SP7,X8cccccc60,G3-06,1045,13/3/2031,Operational,No,,"Mounting Services: 548
Projector: 417
Dismantle: 80
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaaa00052jo2ls2b3nsx,VS3103-08,,Projector,Viewsonic,SP7,X8cccccc61,Conference Room,1045,13/3/2031,Operational,No,,"Mounting Services: 548
Projector: 417
Dismantle: 80
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
cmp66oaab000h2jo2j0o2thkw,VS3103-09,,Projector,Viewsonic,SP7,X8cccccc62,E1-03 Music Room 2,1045,13/3/2031,Operational,No,,"Mounting Services: 548
Projector: 417
Dismantle: 80
4th Warranty: 33
5th Warranty: 33

Total: Mounting+Projector+Dismantle",,0,0
